id,notes,original_zip,manual_match_zip,match,match_kind,state_code,county_code,tract_code,block_code,Rental Relief Fund: How much rent do you owe due to COVID-19,Rental Relief Fund: How much do you owe on utilities listed?,Rental Relief Fund: Total Monthly Income all sources,Rental Relief Gap,Months of Assistance Awarded,Date of Final Decision,Utility Payments - Amount obtained ($),Future Stipend - Amount obtained ($),Rental Arrears - Amount obtained ($),Moving Costs - Amount obtained ($),Total RRF Award
163872,,2131,,Match,Non_Exact,25,25,60400,3004,"$1,700.00 ","$1,447.57 ","$1,136.00 ","$3,147.57 ",April-21; May-21; June-21,7/10/21,$0.00 ,$0.00 ,"$4,700.00 ",,"$4,700.00 "
163873,,2126,,Match,Non_Exact,25,25,91700,1000,"$7,400.00 ",$648.00 ,"$1,200.00 ","$8,048.00 ",October-20; November-20; December-20; January-21,4/26/21,$0.00 ,,"$11,181.07 ",,"$11,181.07 "
163874,,2128,,Match,Non_Exact,25,25,110502,1013,"$2,250.00 ","$2,123.74 ",$0.00 ,"$4,373.74 ",February-21; March-21; April-21; May-21; June-21; July-21,4/14/21,"$1,500.00 ",$0.00 ,"$4,500.00 ",,"$6,000.00 "
163875,,,2130,No_Match,,,,980300,1006,"$14,000.00 ",$0.00 ,"$1,936.00 ","$14,000.00 ",September-20; October-20; November-20; January-21; February-21; March-21; April-21,5/10/21,$0.00 ,$0.00 ,"$15,000.00 ",,"$15,000.00 "
163876,,2119,,Match,Non_Exact,25,25,101001,4004,"$7,000.00 ",$0.00 ,"$2,000.00 ","$7,000.00 ",September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/12/21,$0.00 ,$0.00 ,"$7,454.00 ",,"$7,454.00 "
163877,,2120,,Match,Non_Exact,25,25,402,1003,"$5,400.00 ",$400.00 ,$0.00 ,"$5,800.00 ",February-21; March-21; April-21,4/27/21,$0.00 ,$0.00 ,"$8,905.00 ",,"$8,905.00 "
163879,,2119,,Match,Exact,25,25,80300,1003,"$2,500.00 ",$600.00 ,"$2,100.00 ","$3,100.00 ",December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,5/28/21,,,"$2,501.00 ",,"$2,501.00 "
163880,,2128,,Match,Non_Exact,25,25,81400,4005,"$7,200.00 ","$1,700.00 ","$2,000.00 ","$8,900.00 ",April-21; May-21; June-21,4/23/21,"$1,500.00 ",,"$3,903.00 ",,"$13,443.00 "
163881,,2128,,Match,Exact,25,25,51200,3002,"$3,500.00 ",$855.75 ,"$1,000.00 ","$4,355.75 ",March-21; April-21; May-21; June-21; July-21,4/14/21,"$1,012.25 ",$0.00 ,"$8,639.00 ",,"$9,651.25 "
163882,,2128,,Match,Non_Exact,25,25,301,1004,"$8,663.00 ","$1,066.89 ","$5,005.00 ","$9,729.89 ",March-21; April-21; May-21; June-21; July-21,4/15/21,$615.56 ,$0.00 ,"$6,409.00 ",,"$7,024.56 "
163883,,2136,,Match,Non_Exact,25,25,50101,1002,"$4,800.00 ",$800.00 ,"$2,500.00 ","$5,600.00 ",May-21; June-21; July-21; August-21,5/10/21,$0.00 ,$0.00 ,"$4,078.00 ",,"$4,078.00 "
163884,,2136,,Match,Non_Exact,25,25,50700,2000,"$4,000.00 ",$350.00 ,"$3,000.00 ","$4,350.00 ",March-21; April-21; May-21; June-21; July-21,5/25/21,$285.85 ,$0.00 ,"$10,095.00 ",,"$10,380.85 "
163888,,2126,,Match,Exact,25,25,92400,4000,"$15,834.00 ",$585.63 ,"$3,906.00 ","$16,419.63 ",November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,7/24/21,,"$15,000.00 ",,,"$15,000.00 "
163889,,2126,,Match,Exact,25,25,101102,4006,"$18,000.00 ",$0.00 ,"$7,113.00 ","$18,000.00 ",March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,,,,"$2,250.00 ",,"$2,250.00 "
163890,,,2132,No_Match,,,,130402,4021,"$7,200.00 ","$2,180.82 ","$2,048.00 ","$9,380.82 ",January-21; February-21; March-21; April-21,5/10/21,"$1,500.00 ",$0.00 ,"$11,681.00 ",,"$13,181.00 "
163891,,2128,,Match,Non_Exact,25,25,110401,1002,"$5,200.00 ","$3,271.70 ","$3,000.00 ","$8,471.70 ",December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/22/21,"$1,500.00 ","$5,923.00 ",,,"$7,423.00 "
163892,,2136,,Match,Non_Exact,25,25,50901,2006,"$4,018.00 ","$1,190.00 ","$2,080.00 ","$5,208.00 ",March-21; April-21; May-21; June-21,6/16/21,$0.00 ,$0.00 ,"$6,000.00 ",,"$6,000.00 "
163893,,,2128,No_Match,,,,51000,2010,"$7,200.00 ",$0.00 ,$0.00 ,"$7,200.00 ",March-21; April-21; May-21; June-21,4/22/21,,"$8,738.00 ",,,"$8,738.00 "
163894,,2128,,Match,Non_Exact,25,25,140202,1004,"$1,300.00 ",$0.00 ,$0.00 ,"$1,300.00 ",April-21; May-21; June-21; July-21,4/11/21,$0.00 ,$0.00 ,"$5,200.00 ",,"$5,200.00 "
163895,,2126,,Match,Non_Exact,25,25,50101,1002,"$12,600.00 ",$850.00 ,"$2,000.00 ","$13,450.00 ",November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,5/10/21,,"$15,000.00 ",,,"$15,000.00 "
163896,,2128,,Match,Non_Exact,25,25,506,1003,"$16,760.00 ",$0.00 ,"$2,354.00 ","$16,760.00 ",September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,,,,"$6,642.00 ",,"$6,642.00 "
163899,,,2136,No_Match,,,,140202,3002,"$9,800.00 ",$0.00 ,"$4,400.00 ","$9,800.00 ",October-20; November-20; December-20; January-21; February-21; March-21; April-21,,,,"$13,712.00 ",,"$13,712.00 "
163902,,2121,,Match,Non_Exact,25,25,81700,4000,"$28,000.00 ","$2,484.00 ","$2,400.00 ","$30,484.00 ",March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21,7/27/21,,$0.00 ,"$9,229.00 ",,"$9,229.00 "
163903,,2130,,Match,Non_Exact,25,25,140102,4000,$750.00 ,$0.00 ,"$6,400.00 ",$750.00 ,March-21; April-21; May-21; June-21; July-21; August-21,5/16/21,$0.00 ,,"$7,180.00 ",,"$7,180.00 "
163904,,2124,,Match,Non_Exact,25,25,81200,1006,"$3,114.00 ","$2,794.22 ","$2,000.00 ","$5,908.22 ",March-21; April-21,4/22/21,"$1,500.00 ",$0.00 ,"$3,114.00 ",,"$4,614.00 "
163905,,,2108,Tie,,,,30302,1046,"$14,470.00 ",$0.00 ,"$2,947.00 ","$14,470.00 ",October-20; November-20; December-20; January-21; February-21; March-21; April-21,5/28/21,,"$15,000.00 ",,,"$15,000.00 "
163906,,2124,,Match,Non_Exact,25,25,90300,2005,"$1,800.00 ",$675.00 ,$300.00 ,"$2,475.00 ",April-21; May-21; June-21; July-21,4/22/21,$0.00 ,$0.00 ,"$7,200.00 ",,"$15,000.00 "
163907,,2132,,Match,Non_Exact,25,25,101102,4005,"$6,000.00 ",$0.00 ,"$2,800.00 ","$6,000.00 ",March-21; April-21; May-21; June-21; July-21; August-21; September-21,6/2/21,$0.00 ,$0.00 ,"$15,000.00 ",,"$15,000.00 "
163908,,2121,,Match,Non_Exact,25,25,100300,2004,"$3,000.00 ",$0.00 ,"$1,800.00 ","$3,000.00 ",February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,5/12/21,$0.00 ,$0.00 ,"$9,000.00 ",,"$9,000.00 "
163909,,2128,,Match,Non_Exact,25,25,100300,2001,"$1,400.00 ","$3,500.00 ",$0.00 ,"$4,900.00 ",April-21; May-21; June-21; July-21; August-21,5/29/21,"$1,500.00 ",$0.00 ,"$5,448.00 ",,"$6,948.00 "
163912,,2136,,Match,Non_Exact,25,25,100500,4006,$0.00 ,"$1,543.00 ","$5,354.00 ","$1,543.00 ",April-21; May-21; June-21; July-21,4/14/21,"$1,500.00 ","$10,729.00 ",,,"$12,229.00 "
163913,,2130,,Match,Non_Exact,25,25,130300,4005,"$1,300.00 ",$0.00 ,$400.00 ,"$1,300.00 ",February-21; March-21; April-21; May-21; June-21; July-21,4/22/21,$0.00 ,$0.00 ,"$3,900.00 ",,"$9,880.00 "
163914,,2124,,Match,Non_Exact,25,25,140105,1016,"$5,700.00 ","$1,650.00 ","$1,450.00 ","$7,350.00 ",March-20; April-20; May-20; June-20; July-20; August-20,4/26/21,$0.00 ,,"$10,623.43 ",,"$10,623.43 "
163915,,2124,,Match,Exact,25,25,92000,3006,"$1,000.00 ",$0.00 ,"$2,268.00 ","$1,000.00 ",April-21; May-21; June-21; July-21; August-21; September-21,,$0.00 ,$0.00 ,"$3,789.00 ",,"$3,789.00 "
163916,,,2124,Tie,,,,100500,5005,"$17,100.00 ","$4,000.00 ",$540.00 ,"$21,100.00 ",February-21; March-21; April-21; May-21; June-21,6/26/21,$0.00 ,$0.00 ,"$4,550.00 ",,"$4,550.00 "
163917,,2124,,Match,Exact,25,25,100500,1004,"$4,800.00 ",$612.00 ,"$3,480.00 ","$5,412.00 ",February-21; March-21; April-21; May-21,5/21/21,$0.00 ,$0.00 ,"$14,577.00 ",,"$14,577.00 "
163921,,2118,,Match,Non_Exact,25,25,50300,2005,"$9,645.00 ",$716.00 ,"$4,400.00 ","$10,361.00 ",April-21; May-21; June-21; July-21; August-21,8/10/21,,,"$15,000.00 ",,"$15,000.00 "
163924,,2122,,Match,Non_Exact,25,25,50200,1001,$0.00 ,$0.00 ,"$1,964.00 ",$0.00 ,July-21; August-21; September-21,6/16/21,$0.00 ,$0.00 ,"$4,350.00 ",,"$8,304.00 "
163925,,2128,,Match,Non_Exact,25,25,140300,1005,"$4,500.00 ",$885.01 ,"$2,200.00 ","$5,385.01 ",December-20; January-21; February-21; March-21; April-21,4/26/21,"$1,500.00 ",$0.00 ,"$9,000.00 ",,"$10,500.00 "
163926,,2118,,Match,Non_Exact,25,25,80500,1008,"$6,038.00 ",$0.00 ,"$2,475.00 ","$6,038.00 ",April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21,6/7/21,$0.00 ,$0.00 ,"$4,044.00 ",,"$4,044.00 "
163930,,2125,,Match,Non_Exact,25,25,100300,3005,"$14,800.00 ",$0.00 ,"$3,832.00 ","$14,800.00 ",October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,,"$1,500.00 ",,"$15,000.00 ",,"$16,500.00 "
163931,,2115,,Match,Non_Exact,25,25,100300,3005,$0.00 ,"$1,074.00 ","$6,384.00 ","$1,074.00 ",21-May,5/4/21,$0.00 ,$0.00 ,"$2,200.00 ",,"$2,200.00 "
163932,,2121,,Match,Non_Exact,25,25,10500,2003,"$24,346.00 ",$0.00 ,"$2,752.00 ","$24,346.00 ",May-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,5/21/21,$0.00 ,$0.00 ,"$15,000.00 ",,"$15,000.00 "
163933,multiple possible matches across multiple zipcodes ,2122,,Tie,,,,,,"$4,053.00 ",$0.00 ,"$1,800.00 ","$4,053.00 ",July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/28/21,$0.00 ,,"$12,584.00 ",,"$12,584.00 "
163934,,2128,,Match,Non_Exact,25,25,90300,2002,"$27,650.00 ","$1,850.57 ",$0.00 ,"$29,500.57 ",October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/21/21,$0.00 ,,"$15,000.00 ",,"$15,000.00 "
163935,,2116,,Match,Non_Exact,25,25,91300,2002,"$8,450.00 ",$0.00 ,"$1,500.00 ","$8,450.00 ",November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21,4/26/21,$0.00 ,$0.00 ,"$8,792.00 ",,"$8,792.00 "
163936,,2125,,Match,Non_Exact,25,25,130406,2003,"$5,525.00 ",$0.00 ,$418.00 ,"$5,525.00 ",February-21; March-21; April-21; May-21; June-21,5/9/21,$0.00 ,$0.00 ,"$8,831.00 ",,"$8,831.00 "
163939,,2121,,Match,Non_Exact,25,25,81800,2003,"$50,645.00 ",$0.00 ,$826.00 ,"$50,645.00 ",November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/10/21,$0.00 ,$0.00 ,"$15,000.00 ",,"$15,000.00 "
163940,,2125,,Match,Exact,25,25,91001,4000,"$1,400.00 ",$783.06 ,"$1,500.00 ","$2,183.06 ",March-21; April-21; May-21; June-21; July-21,4/26/21,$0.00 ,$0.00 ,"$4,172.00 ",,"$4,172.00 "
163941,,2125,,Match,Non_Exact,25,25,92400,3007,"$12,000.00 ",$0.00 ,$0.00 ,"$12,000.00 ",September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21,5/21/21,$0.00 ,$0.00 ,"$15,000.00 ",,"$15,000.00 "
163942,,2118,,Match,Non_Exact,25,25,90700,4012,"$11,551.00 ","$1,825.93 ","$4,664.00 ","$13,376.93 ",February-21; March-21; April-21; May-21; June-21; July-21; August-21,5/10/21,"$1,500.00 ",,"$15,000.00 ",,"$16,500.00 "
163945,,2118,,Match,Non_Exact,25,25,110501,3004,"$1,850.00 ","$1,274.31 ",$0.00 ,"$3,124.31 ",21-Apr,7/13/21,"$1,090.00 ",,"$5,550.00 ",,"$6,640.00 "
163947,,2128,,Match,Non_Exact,25,25,70402,1010,"$6,990.00 ",$760.00 ,"$4,888.00 ","$7,750.00 ",January-21; February-21; March-21,,,$0.00 ,"$14,496.00 ",,"$14,496.00 "
163948,,2121,,Match,Non_Exact,25,25,81700,3003,"$11,654.00 ",$0.00 ,"$3,200.00 ","$11,654.00 ",August-20; September-20; October-20; November-20; December-20; January-21; February-21,5/13/21,$0.00 ,$0.00 ,"$15,000.00 ",,"$15,000.00 "
163949,,2128,,Match,Exact,25,25,50300,3002,"$5,000.00 ",$0.00 ,"$2,400.00 ","$5,000.00 ",February-21; March-21; April-21; May-21; June-21; August-21; September-21; October-21,7/13/21,$0.00 ,$0.00 ,"$14,771.00 ",,"$14,771.00 "
163951,,2132,,Match,Non_Exact,25,25,80500,1008,"$3,968.00 ",$0.00 ,"$2,958.00 ","$3,968.00 ",May-21; June-21; July-21; August-21; September-21,9/14/21,,,"$6,585.00 ",,"$6,585.00 "
163955,,2128,,Match,Non_Exact,25,25,90400,1006,"$3,600.00 ",$0.00 ,$0.00 ,"$3,600.00 ",January-21; February-21; March-21; April-21,6/17/21,,,"$5,400.00 ",,"$5,400.00 "
163956,,2124,,Match,Non_Exact,25,25,82100,2001,"$17,996.00 ",$400.00 ,$896.00 ,"$18,396.00 ",November-20; December-20; January-21; February-21; March-21; April-21,7/20/21,$552.74 ,"$1,876.00 ","$1,876.31 ",,"$4,305.05 "
163957,,2132,,Match,Non_Exact,25,25,51000,1020,"$1,200.00 ",$0.00 ,"$2,880.00 ","$1,200.00 ",August-20; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,5/12/21,$891.46 ,"$6,000.00 ","$1,200.00 ",,"$8,091.46 "
163958,,2135,,Match,Non_Exact,25,25,82100,2002,$0.00 ,$891.17 ,$908.00 ,$891.17 ,May-21; June-21,6/26/21,$891.00 ,$0.00 ,$388.00 ,,"$1,279.00 "
163959,,2128,,Match,Non_Exact,25,25,100200,3000,"$7,826.00 ",$0.00 ,$455.00 ,"$7,826.00 ",March-21; April-21; May-21; June-21; July-21; August-21,5/10/21,$0.00 ,$0.00 ,"$10,784.00 ",,"$10,784.00 "
163960,,2111,,Match,Non_Exact,25,25,980900,1000,"$8,600.00 ","$1,123.62 ","$3,044.00 ","$9,723.62 ",February-21; March-21; April-21; May-21; June-21,5/21/21,$669.35 ,$0.00 ,"$13,886.00 ",,"$14,555.35 "
163961,,2111,,Match,Exact,25,25,70202,1022,$0.00 ,$0.00 ,"$1,200.00 ",$0.00 ,May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,9/1/21,,,"$2,661.00 ",,"$2,661.00 "
163962,,2124,,Match,Non_Exact,25,25,81800,3000,"$5,712.00 ",$0.00 ,"$1,400.00 ","$5,712.00 ",March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21,,,,"$6,068.00 ",,"$6,068.00 "
163963,,2130,,Match,Non_Exact,25,25,50200,4001,"$9,000.00 ",$0.00 ,"$3,500.00 ","$9,000.00 ",January-21; February-21; March-21; April-21; May-21; June-21; July-21,7/10/21,$0.00 ,$0.00 ,"$15,000.00 ",,"$15,000.00 "
163964,,2119,,Match,Non_Exact,25,25,92400,5000,"$13,373.00 ","$2,200.00 ",$0.00 ,"$15,573.00 ",June-21; July-21; August-21; September-21,7/6/21,$0.00 ,,"$8,774.00 ",,"$14,800.00 "
163965,,2119,,Match,Non_Exact,25,25,50200,4002,"$5,500.00 ",$500.00 ,"$2,000.00 ","$6,000.00 ",December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21,6/17/21,$0.00 ,$0.00 ,"$9,399.00 ",,"$9,399.00 "
163966,,2128,,Match,Non_Exact,25,25,100601,4000,"$4,000.00 ","$16,000.00 ","$2,100.00 ","$20,000.00 ",March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,5/14/21,,"$15,000.00 ",,,"$15,000.00 "
163968,,2136,,Match,Non_Exact,25,25,100400,3002,"$13,320.00 ",$0.00 ,$0.00 ,"$13,320.00 ",April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,5/10/21,$0.00 ,$0.00 ,"$13,200.00 ",,"$13,200.00 "
163969,,2130,,Match,Non_Exact,25,25,91500,1004,"$6,963.00 ",$0.00 ,$268.00 ,"$6,963.00 ",May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,,$0.00 ,$0.00 ,"$2,532.00 ",,"$2,532.00 "
163971,,2136,,Match,Non_Exact,25,25,120201,2000,"$1,950.00 ","$2,900.00 ","$2,304.00 ","$4,850.00 ",December-20; January-21,5/21/21,"$1,500.00 ",,"$4,721.00 ",,"$6,221.00 "
163972,,2132,,Match,Non_Exact,25,25,20305,1006,"$16,900.00 ",$0.00 ,"$3,292.00 ","$16,900.00 ",October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,,$0.00 ,$0.00 ,"$15,000.00 ",,"$15,000.00 "
163973,,2128,,Match,Non_Exact,25,25,140300,6004,"$6,995.00 ","$2,212.00 ","$3,400.00 ","$9,207.00 ",January-21; February-21; March-21; April-21; May-21,6/25/21,$0.00 ,$0.00 ,"$14,294.00 ",,"$14,294.00 "
163974,,2124,,Match,Non_Exact,25,25,50700,1004,"$7,500.00 ",$967.00 ,"$3,000.00 ","$8,467.00 ",March-21; April-21; May-21; June-21; July-21; August-21,5/13/21,$871.84 ,"$14,132.00 ",,,"$15,003.84 "
163977,,2119,,Match,Non_Exact,25,25,92400,1003,"$25,200.00 ",$0.00 ,$0.00 ,"$25,200.00 ",November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,7/27/21,,"$15,000.00 ",,,"$15,000.00 "
163978,,2124,,Match,Non_Exact,25,25,120600,1001,"$7,096.00 ",$0.00 ,"$1,600.00 ","$7,096.00 ",July-21; August-21; September-21,6/29/21,$0.00 ,$0.00 ,"$3,075.00 ",,"$3,075.00 "
163979,multiple possible matches across multiple zipcodes ,2120,,Tie,,,,,,"$1,616.00 ",$0.00 ,"$5,140.00 ","$1,616.00 ",March-21; April-21; May-21,5/14/21,$453.82 ,$0.00 ,"$2,920.00 ",,"$3,373.82 "
163980,,2124,,Match,Exact,25,25,92400,5003,"$4,000.00 ",$0.00 ,"$2,000.00 ","$4,000.00 ",October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,6/8/21,$0.00 ,$0.00 ,"$5,551.00 ",,"$5,551.00 "
163981,,2122,,Match,Non_Exact,25,25,80401,1000,"$7,000.00 ",$0.00 ,$0.00 ,"$7,000.00 ",December-20; January-21; February-21; March-21; April-21; May-21,5/14/21,$0.00 ,$0.00 ,"$8,865.13 ",,"$8,865.13 "
163982,,2124,,Match,Exact,25,25,100601,4008,"$2,500.00 ","$1,275.00 ","$1,068.00 ","$3,775.00 ",February-21; March-21; April-21; May-21; June-21; July-21; August-21,5/25/21,"$1,075.35 ",$0.00 ,"$1,554.00 ",,"$2,629.35 "
163984,,2124,,Match,Exact,25,25,92400,5003,"$5,100.00 ",$0.00 ,"$1,300.00 ","$5,100.00 ",January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,7/1/21,,,"$6,395.00 ",,"$6,395.00 "
163987,,2125,,Match,Non_Exact,25,25,10701,3004,"$3,000.00 ",$0.00 ,"$1,500.00 ","$3,000.00 ",June-20; July-20; August-20; September-20; October-20; November-20; December-20,7/27/21,,"$3,304.00 ",,,"$3,304.00 "
163988,,2121,,Match,Non_Exact,25,25,91400,1001,"$1,800.00 ","$1,000.00 ","$1,000.00 ","$2,800.00 ",December-20; January-21; February-21; March-21; April-21; May-21; June-21,6/17/21,"$1,500.00 ",$0.00 ,"$1,800.00 ",,"$3,300.00 "
163989,,2121,,Match,Non_Exact,25,25,505,1002,"$2,516.00 ",$732.02 ,"$2,108.00 ","$3,248.02 ",April-20; May-20,5/21/21,$338.02 ,$0.00 ,"$2,516.00 ",,"$2,854.02 "
163990,,2128,,Match,Non_Exact,25,25,81900,4003,"$5,002.00 ",$0.00 ,$970.00 ,"$5,002.00 ",May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,5/21/21,$0.00 ,$0.00 ,"$2,532.00 ",,"$2,532.00 "
163991,,2119,,Match,Non_Exact,25,25,90200,1001,"$8,500.00 ",$0.00 ,$0.00 ,"$8,500.00 ",June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21,6/22/21,$0.00 ,$0.00 ,"$10,150.00 ",,"$10,150.00 "
163992,,2119,,Match,Non_Exact,25,25,50700,2005,"$3,300.00 ",$0.00 ,$400.00 ,"$3,300.00 ",March-21; April-21; May-21; June-21,6/2/21,$0.00 ,$0.00 ,"$4,400.00 ",,"$7,700.00 "
163993,,2121,,Match,Non_Exact,25,25,80100,1051,"$4,375.00 ",$0.00 ,"$3,860.00 ","$4,375.00 ",December-20; January-21; February-21; March-21; April-21; May-21,5/21/21,$0.00 ,$0.00 ,"$3,550.00 ",,"$3,550.00 "
163994,,2119,,Match,Non_Exact,25,25,90200,1001,"$10,400.00 ",$0.00 ,$0.00 ,"$10,400.00 ",January-21; February-21; March-21; April-21; May-21; June-21,6/12/21,$0.00 ,$0.00 ,"$15,000.00 ",,"$15,000.00 "
163995,,2130,,Match,Non_Exact,25,25,81302,2004,"$1,800.00 ","$1,182.60 ","$3,000.00 ","$2,982.60 ",May-21; June-21; July-21,6/2/21,"$1,328.74 ",$0.00 ,"$4,562.00 ",,"$5,890.74 "
163996,,2132,,Match,Non_Exact,25,25,140300,6006,"$4,750.00 ","$1,040.00 ","$3,016.00 ","$5,790.00 ",March-21; April-21; May-21; June-21; July-21; August-21,5/21/21,"$1,500.00 ",$0.00 ,"$5,424.00 ",,"$6,924.00 "
163998,,2118,,Match,Non_Exact,25,25,110601,2009,"$7,600.00 ",$0.00 ,"$3,566.00 ","$7,600.00 ",February-21; March-21; April-21; May-21,,,$0.00 ,"$10,179.00 ",,"$10,179.00 "
164001,,2128,,Match,Exact,25,25,50700,1000,$0.00 ,$0.00 ,$924.00 ,$0.00 ,May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,5/21/21,$0.00 ,$0.00 ,"$8,336.00 ",,"$8,336.00 "
164002,,2131,,Match,Non_Exact,25,25,91800,3004,"$4,800.00 ",$257.00 ,$202.00 ,"$5,057.00 ",February-21; March-21; April-21; May-21; June-21; July-21,5/21/21,$0.00 ,$0.00 ,"$6,919.00 ",,"$6,919.00 "
164003,,2125,,Match,Non_Exact,25,25,50200,2004,"$1,098.00 ",$0.00 ,"$2,700.00 ","$1,098.00 ",May-21; June-21; July-21; August-21; September-21,6/18/21,"$1,500.00 ",,"$5,470.00 ",,"$6,970.00 "
164004,,2124,,Match,Non_Exact,25,25,110502,2011,"$10,000.00 ",$0.00 ,$400.00 ,"$10,000.00 ",March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21,,,$0.00 ,"$12,200.00 ",,"$12,200.00 "
164005,,2124,,Match,Non_Exact,25,25,91001,2001,$0.00 ,$0.00 ,$0.00 ,$0.00 ,May-21; June-21; July-21; August-21,7/13/21,,"$1,000.00 ","$3,000.00 ",,"$4,000.00 "
164007,,2132,,Match,Non_Exact,25,25,50101,1003,$0.00 ,$0.00 ,$700.00 ,$0.00 ,June-20; July-20; August-20; September-20; October-20,,,,"$11,167.00 ",,"$11,167.00 "
164008,,2124,,Match,Non_Exact,25,25,120301,3007,"$7,261.00 ",$0.00 ,"$2,500.00 ","$7,261.00 ",November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/21/21,$0.00 ,$0.00 ,"$7,198.00 ",,"$7,198.00 "
164009,,2131,,Match,Non_Exact,25,25,100500,4006,"$27,000.00 ","$3,100.00 ","$2,244.00 ","$30,100.00 ",October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/21/21,$0.00 ,$0.00 ,"$15,000.00 ",,"$15,000.00 "
164010,,2135,,Match,Non_Exact,25,25,81700,2002,"$10,625.00 ",$0.00 ,"$1,982.00 ","$10,625.00 ",November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,5/26/21,$0.00 ,$0.00 ,"$14,076.00 ",,"$14,076.00 "
164011,,2125,,Match,Non_Exact,25,25,60603,1005,"$1,318.00 ",$620.79 ,"$1,067.00 ","$1,938.79 ",May-21; June-21; July-21; August-21,8/10/21,$919.19 ,,"$8,356.00 ",,"$15,000.00 "
164012,,2124,,Match,Non_Exact,25,25,110301,2015,"$3,300.00 ","$1,318.00 ",$500.00 ,"$4,618.00 ",May-21; June-21; July-21; August-21,5/28/21,$0.00 ,$0.00 ,"$6,011.00 ",,"$6,011.00 "
164014,,2130,,Match,Non_Exact,25,25,100500,5005,$0.00 ,$0.00 ,"$1,334.00 ",$0.00 ,June-20; July-20; August-20; September-20,,,,"$5,994.00 ",,"$5,994.00 "
164015,,2136,,Match,Non_Exact,25,25,502,2003,$0.00 ,$0.00 ,"$2,765.00 ",$0.00 ,May-21; June-21,5/21/21,$528.96 ,,"$5,140.00 ",,"$8,238.96 "
164016,,2121,,Match,Non_Exact,25,25,91400,1001,"$7,580.00 ",$0.00 ,"$1,012.00 ","$7,580.00 ",November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/21/21,$0.00 ,$0.00 ,"$7,580.00 ",,"$7,580.00 "
164017,,,2132,No_Match,,,,130402,4021,$425.00 ,$71.70 ,$0.00 ,$496.70 ,May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,,$0.00 ,$0.00 ,"$3,025.00 ",,"$3,025.00 "
164018,,2124,,Match,Non_Exact,25,25,61204,1018,$0.00 ,$0.00 ,"$2,826.00 ",$0.00 ,21-Jun,6/2/21,$0.00 ,$0.00 ,"$5,049.00 ",,"$11,781.00 "
164020,,2121,,Match,Non_Exact,25,25,92200,1002,"$9,000.00 ","$9,190.47 ",$0.00 ,"$18,190.47 ",December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,6/10/21,"$1,500.00 ",$0.00 ,"$13,200.00 ",,"$14,700.00 "
